Dataset,Packet,Method,EventCount,LineCount,ClusterCount,Coverage,Precision,F1,IoU,Fragmentation,MergeError,ExtraEventRatio,RuntimeSeconds
hqf_boxes_events,23,LLGD,5794,53,13,0.399765074393109,0.678405315614618,0.503079576250308,0.336076366030283,1,0.183153770812928,0.321594684385382,0.3966349
hqf_boxes_events,23,ST,5794,53,22,0.130383711824589,0.68801652892562,0.219223173140224,0.123105360443623,2.14285714285714,0.00900900900900903,0.31198347107438,0.0421526
hqf_boxes_events,23,ELiSeD,5794,53,45,0.321064996084573,0.724381625441696,0.444926749864352,0.286113049546406,2.33333333333333,0.0158536585365854,0.275618374558304,0.1016961
hqf_boxes_events,23,LE-calib,5794,53,20,0.349256068911511,0.675757575757576,0.460505937016004,0.299128101945003,1,0.0392376681614349,0.324242424242424,1.1882036
hqf_boxes_events,24,LLGD,10458,58,28,0.716520938794294,0.64259182831201,0.677545691906005,0.512339585389931,1,0.404303147077714,0.35740817168799,0.8232086
hqf_boxes_events,24,ST,10458,58,30,0.147491946617579,0.664248704663212,0.241385803050273,0.137259100642398,1.55555555555556,0.129485179407176,0.335751295336788,0.0754806
hqf_boxes_events,24,ELiSeD,10458,58,78,0.465715600552232,0.73174258857556,0.56917885264342,0.397798742138365,2.13333333333333,0.161067193675889,0.26825741142444,0.2470294
hqf_boxes_events,24,LE-calib,10458,58,55,0.547169811320755,0.579575920058494,0.562906852881998,0.391698237522649,1.22222222222222,0.344407064760303,0.420424079941506,1.7523656
hqf_boxes_events,25,LLGD,8590,64,29,0.512903225806452,0.591261233343663,0.549301856916655,0.378646556856519,1,0.307651991614256,0.408738766656337,0.6740055
hqf_boxes_events,25,ST,8590,64,27,0.178763440860215,0.767898383371824,0.290013083296991,0.169599591940831,1.7,0.135338345864662,0.232101616628176,0.0695624
hqf_boxes_events,25,ELiSeD,8590,64,70,0.40510752688172,0.666814159292035,0.504013377926421,0.336910350994858,1.4,0.169873921698739,0.333185840707965,0.1938512
hqf_boxes_events,25,LE-calib,8590,64,37,0.547043010752688,0.638531534358331,0.58925727522803,0.417692939244663,1.14285714285714,0.323341523341523,0.361468465641669,1.3895714
hqf_boxes_events,26,LLGD,5786,46,25,0.310568295114656,0.416722408026756,0.355898314767209,0.216469770674079,1.66666666666667,0.208667736757624,0.583277591973244,0.3872892
hqf_boxes_events,26,ST,5786,46,10,0.0468594217347956,0.497354497354497,0.0856492027334852,0.0447405997144217,1.66666666666667,0,0.502645502645503,0.0477926
hqf_boxes_events,26,ELiSeD,5786,46,56,0.323030907278166,0.582210242587601,0.415517794164796,0.2622420072845,2.41666666666667,0.0416666666666666,0.417789757412399,0.1107579
hqf_boxes_events,26,LE-calib,5786,46,32,0.482552342971087,0.562463683904707,0.519452642876308,0.350851757883291,1.16666666666667,0.0702479338842975,0.437536316095293,1.0869174
hqf_boxes_events,27,LLGD,9073,34,45,0.475811390079608,0.32388495206336,0.385416666666667,0.238709677419355,1,0.114543114543114,0.67611504793664,0.708437
hqf_boxes_events,27,ST,9073,34,6,0.0385793018983466,0.516393442622951,0.0717948717948718,0.0372340425531915,1,0.111111111111111,0.483606557377049,0.0675173
hqf_boxes_events,27,ELiSeD,9073,34,29,0.270667483159829,0.632331902718169,0.379073756432247,0.233862433862434,3.6,0.0135746606334841,0.367668097281831,0.1348696
hqf_boxes_events,27,LE-calib,9073,34,38,0.380894060012247,0.309145129224652,0.341289437585734,0.205755871650678,1.4,0.102893890675241,0.690854870775348,1.6928743
hqf_boxes_events,28,LLGD,11128,63,40,0.375802310654686,0.333238474672738,0.353242835595777,0.214508151676131,1,0.132365499573014,0.666761525327262,0.754791
hqf_boxes_events,28,ST,11128,63,15,0.0718870346598203,0.625698324022346,0.128957973517559,0.0689230769230769,1.4,0.0401785714285714,0.374301675977654,0.0952397
hqf_boxes_events,28,ELiSeD,11128,63,10,0.0770218228498075,0.813559322033898,0.140721196130167,0.075685903500473,2.33333333333333,0.0083333333333333,0.186440677966102,0.1321306
hqf_boxes_events,28,LE-calib,11128,63,45,0.374197689345314,0.393918918918919,0.383805134957209,0.237474541751527,1,0.215265866209262,0.606081081081081,2.0196247
hqf_boxes_events,29,LLGD,2708,42,1,0.169680111265647,1,0.29013079667063,0.169680111265647,1,0,0,0.1239601
hqf_boxes_events,29,ST,2708,42,3,0.0542420027816412,0.709090909090909,0.10077519379845,0.0530612244897959,2,0,0.290909090909091,0.0260305
hqf_boxes_events,29,ELiSeD,2708,42,5,0.0403337969401947,0.3625,0.0725907384230288,0.0376623376623377,1,0.275862068965517,0.6375,0.0235846
hqf_boxes_events,29,LE-calib,2708,42,14,0.404728789986092,0.354014598540146,0.377676833225178,0.2328,1,0.257731958762887,0.645985401459854,0.4856826
hqf_boxes_events,30,LLGD,7954,52,17,0.251489868891538,0.387867647058824,0.305133767172813,0.180034129692833,1,0.182464454976303,0.612132352941177,0.5848234
hqf_boxes_events,30,ST,7954,52,4,0.0363528009535161,0.570093457943925,0.0683473389355742,0.0353828306264501,1,0.0163934426229508,0.429906542056075,0.058317
hqf_boxes_events,30,ELiSeD,7954,52,13,0.0911799761620977,0.616935483870968,0.158878504672897,0.0862944162436548,1.6,0,0.383064516129032,0.0937102
hqf_boxes_events,30,LE-calib,7954,52,38,0.318831942789035,0.294441386901486,0.306151645207439,0.180743243243243,1.33333333333333,0.220560747663551,0.705558613098514,1.5687914
